"PIXEL","GAL_LON","GAL_LAT","WEIGHT","TEMP","TEMP_SIG","RESID_TE"
"1829","1.096427E+02","-4.764138E+01","1.600652E+00","2.724682E+00","1.241608E-04","1.404285E-04"
"1830","1.054481E+02","-4.541055E+01","8.420357E-01","2.724606E+00","1.711858E-04","1.001358E-04"
"1831","1.089616E+02","-4.529891E+01","1.354418E+00","2.724508E+00","1.349760E-04","-3.457069E-05"
"1832","9.828107E+01","-4.297104E+01","1.921155E+00","2.724636E+00","1.133318E-04","1.764297E-04"
"1833","1.013277E+02","-4.289011E+01","8.665221E-01","2.724659E+00","1.687498E-04","1.761913E-04"
"1834","9.801648E+01","-4.022374E+01","1.995305E+00","2.724385E+00","1.112060E-04","-9.298325E-05"
"1835","1.011093E+02","-4.028865E+01","1.242707E+00","2.724810E+00","1.409122E-04","3.101826E-04"
"1836","1.051920E+02","-4.278734E+01","1.030035E+00","2.724769E+00","1.547772E-04","2.508163E-04"
"1837","1.082228E+02","-4.257010E+01","1.922693E+00","2.724738E+00","1.132865E-04","1.862049E-04"
"1838","1.047537E+02","-4.013065E+01","1.120200E+00","2.724774E+00","1.484175E-04","2.386570E-04"
"1839","1.076629E+02","-3.979307E+01","1.782014E+00","2.724555E+00","1.176732E-04","-1.573563E-05"
"1840","1.134583E+02","-4.718860E+01","1.616470E+00","2.724579E+00","1.235518E-04","-8.583069E-06"
"1841","1.172462E+02","-4.658019E+01","1.763782E+00","2.724674E+00","1.182798E-04","3.170967E-05"
"1842","1.124958E+02","-4.473109E+01","1.892560E+00","2.724597E+00","1.141848E-04","7.867813E-06"
"1843","1.160541E+02","-4.431091E+01","1.871046E+00","2.724659E+00","1.148393E-04","1.859665E-05"
"1844","1.204716E+02","-4.574073E+01","2.099002E+00","2.724667E+00","1.084243E-04","-2.956390E-05"
"1845","1.246077E+02","-4.417145E+01","9.617818E-02","2.724758E+00","5.065178E-04","-2.217293E-05"
"1846","1.191776E+02","-4.332391E+01","1.971165E+00","2.724678E+00","1.118849E-04","-1.883507E-05"
"1847","1.230292E+02","-4.225244E+01","1.061796E-01","2.725379E+00","4.820727E-04","6.060600E-04"
"1848","1.117216E+02","-4.223666E+01","2.184195E+00","2.724642E+00","1.062887E-04","4.410744E-05"
"1849","1.150640E+02","-4.171225E+01","2.112713E+00","2.724614E+00","1.080719E-04","-3.409386E-05"
"1850","1.110224E+02","-3.950669E+01","1.904576E+00","2.724689E+00","1.138240E-04","7.438660E-05"
"1851","1.139376E+02","-3.902502E+01","2.047150E+00","2.724545E+00","1.097888E-04","-1.163483E-04"
"1852","1.181755E+02","-4.088186E+01","2.225492E+00","2.724726E+00","1.052980E-04","2.050400E-05"
"1853","1.214140E+02","-4.056650E+01","2.374278E-01","2.724702E+00","3.223793E-04","-6.198883E-05"
"1854","1.169262E+02","-3.826180E+01","2.460120E+00","2.724937E+00","1.001509E-04","2.191067E-04"
"1855","1.200171E+02","-3.755967E+01","4.082808E-01","2.724909E+00","2.458406E-04","1.287460E-04"
"1856","1.352090E+02","-5.219026E+01","1.520272E+00","2.724739E+00","1.274009E-04","-1.695156E-04"
"1857","1.391207E+02","-5.065418E+01","1.456627E+00","2.724847E+00","1.301544E-04","-1.492500E-04"
"1858","1.329545E+02","-5.014629E+01","1.340887E+00","2.724916E+00","1.356553E-04","3.504753E-05"
"1859","1.368676E+02","-4.877357E+01","1.809863E+00","2.724713E+00","1.167643E-04","-2.565384E-04"
"1860","1.423797E+02","-4.896428E+01","1.412663E+00","2.725019E+00","1.321642E-04","-6.461143E-05"
"1861","1.457643E+02","-4.722396E+01","1.578883E+00","2.725151E+00","1.250138E-04","-3.314018E-05"
"1862","1.401904E+02","-4.697049E+01","1.574954E+00","2.724895E+00","1.251697E-04","-1.668930E-04"
"1863","1.434225E+02","-4.537152E+01","1.279496E+00","2.724919E+00","1.388716E-04","-2.391338E-04"
"1864","1.312873E+02","-4.803981E+01","1.394786E+00","2.724926E+00","1.330084E-04","5.865097E-05"
"1865","1.347204E+02","-4.661148E+01","1.623570E+00","2.724867E+00","1.232814E-04","-8.225441E-05"
"1866","1.295175E+02","-4.598622E+01","1.737676E+00","2.724962E+00","1.191650E-04","1.084805E-04"
"1867","1.330084E+02","-4.460189E+01","1.486687E+00","2.724978E+00","1.288319E-04","4.005432E-05"
"1868","1.382921E+02","-4.517496E+01","1.835219E+00","2.725122E+00","1.159549E-04","7.772446E-05"
"1869","1.412572E+02","-4.352430E+01","1.377746E+00","2.725245E+00","1.338285E-04","1.072884E-04"
"1870","1.361147E+02","-4.343589E+01","1.701607E+00","2.724791E+00","1.204213E-04","-2.295971E-04"
"1871","1.398024E+02","-4.174241E+01","1.573647E+00","2.725064E+00","1.252216E-04","-6.914139E-05"
"1872","1.488719E+02","-4.510400E+01","1.433757E+00","2.725165E+00","1.311883E-04","-1.299381E-04"
"1873","1.514583E+02","-4.327429E+01","1.261270E+00","2.725318E+00","1.398714E-04","-7.820129E-05"
"1874","1.468576E+02","-4.352544E+01","1.319125E+00","2.725231E+00","1.367697E-04","-4.220009E-05"
"1875","1.494355E+02","-4.189219E+01","1.208090E+00","2.725522E+00","1.429168E-04","1.497269E-04"
"1876","1.549767E+02","-4.069358E+01","4.963926E-01","2.725300E+00","2.229566E-04","-2.501011E-04"
"1877","1.575316E+02","-3.820573E+01","1.726158E+00","2.725540E+00","1.195619E-04","-1.463890E-04"
"1878","1.526989E+02","-3.946236E+01","7.420775E-01","2.725497E+00","1.823511E-04","-1.883507E-05"
"1879","1.558526E+02","-3.723938E+01","1.286965E+00","2.725633E+00","1.384681E-04","-3.004074E-05"
"1880","1.449559E+02","-4.188058E+01","1.566979E+00","2.725095E+00","1.254878E-04","-1.616478E-04"
"1881","1.473943E+02","-4.005660E+01","1.454037E+00","2.725280E+00","1.302702E-04","-7.796288E-05"
"1882","1.427016E+02","-4.021349E+01","1.267991E+00","2.725020E+00","1.395002E-04","-2.121925E-04"
"1883","1.454783E+02","-3.842943E+01","1.117448E+00","2.725314E+00","1.486002E-04","-2.789497E-05"
"1884","1.507633E+02","-3.781420E+01","7.250991E-01","2.725390E+00","1.844737E-04","-1.108646E-04"
"1885","1.535440E+02","-3.571023E+01","1.808563E+00","2.725431E+00","1.168063E-04","-2.043247E-04"
"1886","1.489656E+02","-3.632202E+01","6.480973E-01","2.725544E+00","1.951250E-04","5.722046E-05"
"1887","1.516519E+02","-3.403317E+01","1.486112E+00","2.725446E+00","1.288568E-04","-1.795292E-04"
"1888","1.276598E+02","-4.376788E+01","1.909525E+00","2.724878E+00","1.136764E-04","3.695488E-05"
"1889","1.313617E+02","-4.266628E+01","1.576738E+00","2.724877E+00","1.250988E-04","-5.245209E-05"
"1890","1.262897E+02","-4.161594E+01","1.506565E+00","2.724810E+00","1.279791E-04","-3.147125E-05"
"1891","1.295644E+02","-4.068734E+01","1.872850E+00","2.724950E+00","1.147840E-04","3.004074E-05"
"1892","1.346999E+02","-4.136784E+01","2.014933E+00","2.724680E+00","1.106631E-04","-3.409386E-04"
"1893","1.379142E+02","-3.987903E+01","1.391563E+00","2.724939E+00","1.331624E-04","-1.816750E-04"
"1894","1.328541E+02","-3.928545E+01","1.870780E+00","2.724987E+00","1.148475E-04","-2.622604E-05"
"1895","1.360813E+02","-3.795140E+01","1.691562E+00","2.724725E+00","1.207783E-04","-3.879070E-04"
"1896","1.248697E+02","-3.955711E+01","1.895257E+00","2.725060E+00","1.141035E-04","2.179146E-04"
"1897","1.281761E+02","-3.830209E+01","1.810700E+00","2.724939E+00","1.167373E-04","1.120567E-05"
"1898","1.234409E+02","-3.714361E+01","1.778518E+00","2.724891E+00","1.177888E-04","4.029274E-05"
"1899","1.265602E+02","-3.615767E+01","1.593390E+00","2.724917E+00","1.244434E-04","-1.335144E-05"
"1900","1.312627E+02","-3.708049E+01","1.648373E+00","2.725008E+00","1.223504E-04","-8.344650E-06"
"1901","1.342280E+02","-3.599815E+01","1.516011E+00","2.725297E+00","1.275798E-04","1.907349E-04"
"1902","1.295963E+02","-3.520679E+01","1.750012E+00","2.725159E+00","1.187442E-04","1.451969E-04"
"1903","1.328930E+02","-3.409600E+01","1.303584E+00","2.724968E+00","1.375826E-04","-1.451969E-04"
"1904","1.411678E+02","-3.839995E+01","1.395556E+00","2.725040E+00","1.329717E-04","-1.895428E-04"
"1905","1.438451E+02","-3.696037E+01","1.368759E+00","2.725214E+00","1.342671E-04","-1.168251E-04"
"1906","1.393129E+02","-3.653421E+01","1.546347E+00","2.725271E+00","1.263221E-04","4.982948E-05"
"1907","1.418428E+02","-3.508572E+01","1.454645E+00","2.725168E+00","1.302430E-04","-1.521111E-04"
"1908","1.472501E+02","-3.469700E+01","8.084085E-01","2.725130E+00","1.747099E-04","-3.495216E-04"
"1909","1.502411E+02","-3.290223E+01","1.418101E+00","2.725447E+00","1.319105E-04","-1.671314E-04"
"1910","1.453441E+02","-3.307996E+01","6.884129E-01","2.725346E+00","1.893252E-04","-1.204014E-04"
"1911","1.482298E+02","-3.129221E+01","1.940416E+00","2.725334E+00","1.127679E-04","-2.641678E-04"
"1912","1.374619E+02","-3.466774E+01","1.455217E+00","2.725145E+00","1.302174E-04","-6.961823E-05"
"1913","1.401309E+02","-3.316447E+01","1.339381E+00","2.725359E+00","1.357316E-04","3.957748E-05"
"1914","1.356004E+02","-3.278365E+01","1.448686E+00","2.725273E+00","1.305107E-04","6.341934E-05"
"1915","1.385448E+02","-3.157044E+01","1.028799E+00","2.725490E+00","1.548702E-04","1.742840E-04"
"1916","1.434496E+02","-3.131005E+01","6.638025E-01","2.725550E+00","1.928029E-04","9.155273E-05"
"1917","1.464531E+02","-2.960348E+01","1.466162E+00","2.725829E+00","1.297305E-04","2.362728E-04"
"1918","1.419069E+02","-2.973243E+01","6.064349E-01","2.725828E+00","2.017163E-04","3.719330E-04"
"1919","1.450161E+02","-2.827692E+01","1.664226E+00","2.725502E+00","1.217662E-04","-8.630753E-05"
"1920","9.785105E+01","-3.747803E+01","2.055405E+00","2.724617E+00","1.095682E-04","1.142025E-04"
"1921","1.006554E+02","-3.749065E+01","1.356826E+00","2.724785E+00","1.348562E-04","2.605915E-04"
"1922","9.767059E+01","-3.484296E+01","2.593126E+00","2.724600E+00","9.754863E-05","6.461143E-05"
"1923","1.002842E+02","-3.481838E+01","1.189032E+00","2.724879E+00","1.440576E-04","3.232956E-04"
"1924","1.042823E+02","-3.728078E+01","1.075486E+00","2.724722E+00","1.514714E-04","1.609325E-04"
"1925","1.069219E+02","-3.707066E+01","1.946418E+00","2.724713E+00","1.125939E-04","1.199245E-04"
"1926","1.038664E+02","-3.470795E+01","1.396322E+00","2.724951E+00","1.329353E-04","3.595352E-04"
"1927","1.066249E+02","-3.444650E+01","1.723174E+00","2.724741E+00","1.196654E-04","1.149178E-04"
"1928","9.765997E+01","-3.198489E+01","2.233639E+00","2.724688E+00","1.051058E-04","1.096725E-04"
"1929","1.000100E+02","-3.197984E+01","9.735140E-01","2.724944E+00","1.592069E-04","3.468990E-04"
"1930","9.764124E+01","-2.903343E+01","1.647339E+00","2.724856E+00","1.223888E-04","2.245903E-04"
"1931","9.987813E+01","-2.903820E+01","8.626848E-01","2.724905E+00","1.691247E-04","2.555847E-04"
"1932","1.033074E+02","-3.190394E+01","1.167014E+00","2.724822E+00","1.454103E-04","1.919270E-04"
"1933","1.058942E+02","-3.184405E+01","1.379058E+00","2.724829E+00","1.337648E-04","1.692772E-04"
"1934","1.032265E+02","-2.891165E+01","9.799520E-01","2.724913E+00","1.586831E-04","2.288818E-04"
"1935","1.056394E+02","-2.870701E+01","1.237675E+00","2.724730E+00","1.411984E-04","1.335144E-05"
"1936","1.100856E+02","-3.689577E+01","2.557463E+00","2.724854E+00","9.822642E-05","2.198219E-04"
"1937","1.130949E+02","-3.633446E+01","2.221262E+00","2.724729E+00","1.053982E-04","4.434586E-05"
"1938","1.094831E+02","-3.413613E+01","2.030927E+00","2.724658E+00","1.102265E-04","-9.059906E-06"
"1939","1.122679E+02","-3.372694E+01","2.281063E+00","2.724686E+00","1.040074E-04","-2.694130E-05"
"1940","1.160219E+02","-3.584155E+01","2.189641E+00","2.724712E+00","1.061565E-04","-2.598763E-05"
"1941","1.197681E+02","-3.502516E+01","4.966765E-01","2.725032E+00","2.228929E-04","2.160072E-04"
"1942","1.151939E+02","-3.332045E+01","2.590473E+00","2.724694E+00","9.759858E-05","-7.200241E-05"
"1943","1.187576E+02","-3.253163E+01","7.340272E-01","2.724920E+00","1.833483E-04","7.748604E-05"
"1944","1.087968E+02","-3.129226E+01","1.588627E+00","2.724605E+00","1.246298E-04","-1.020432E-04"
"1945","1.115047E+02","-3.090796E+01","1.765915E+00","2.724664E+00","1.182083E-04","-8.821487E-05"
"1946","1.080771E+02","-2.856601E+01","1.753481E+00","2.724810E+00","1.186267E-04","5.936623E-05"
"1947","1.107619E+02","-2.813163E+01","1.498228E+00","2.725127E+00","1.283347E-04","3.287792E-04"
"1948","1.146283E+02","-3.078440E+01","1.944590E+00","2.725003E+00","1.126468E-04","1.986027E-04"
"1949","1.171029E+02","-3.018032E+01","1.834126E+00","2.724887E+00","1.159895E-04","2.789497E-05"
"1950","1.135082E+02","-2.827039E+01","1.928532E+00","2.724872E+00","1.131148E-04","3.337860E-05"
"1951","1.162110E+02","-2.764038E+01","1.652813E+00","2.724954E+00","1.221859E-04","5.483627E-05"
"1952","9.748341E+01","-2.611140E+01","1.381635E+00","2.724777E+00","1.336400E-04","8.606911E-05"
"1953","9.995254E+01","-2.605174E+01","1.190744E+00","2.725095E+00","1.439540E-04","3.819466E-04"
"1954","9.755462E+01","-2.312344E+01","1.648348E+00","2.724836E+00","1.223513E-04","7.462502E-05"
"1955","9.989934E+01","-2.303216E+01","1.192486E+00","2.724967E+00","1.438488E-04","1.826286E-04"
"1956","1.028862E+02","-2.587550E+01","7.993189E-01","2.724842E+00","1.757005E-04","9.584427E-05"
"1957","1.052521E+02","-2.572303E+01","1.554878E+00","2.724794E+00","1.259751E-04","1.740456E-05"
"1958","1.025474E+02","-2.323417E+01","8.192421E-01","2.725187E+00","1.735509E-04","3.817081E-04"
"1959","1.048341E+02","-2.277709E+01","1.227545E+00","2.725357E+00","1.417798E-04","5.137920E-04"
"1960","9.757565E+01","-2.002797E+01","1.633142E+00","2.724947E+00","1.229196E-04","1.044273E-04"
"1961","9.953404E+01","-1.981998E+01","1.286631E+00","2.724781E+00","1.384861E-04","-8.440018E-05"
"1962","9.750206E+01","-1.691662E+01","1.669782E+00","2.724877E+00","1.215635E-04","-5.555153E-05"
"1963","9.928526E+01","-1.672351E+01","1.030471E+00","2.725245E+00","1.547444E-04","2.906322E-04"
"1964","1.023301E+02","-2.012597E+01","5.668270E-01","2.725083E+00","2.086449E-04","1.978874E-04"
"1965","1.044013E+02","-1.967484E+01","1.521865E+00","2.724812E+00","1.273341E-04","-1.101494E-04"
"1966","1.021696E+02","-1.680709E+01","8.886642E-01","2.725293E+00","1.666342E-04","3.116131E-04"
"1967","1.040508E+02","-1.650178E+01","1.488463E+00","2.725233E+00","1.287550E-04","2.207756E-04"
"1968","1.077430E+02","-2.580836E+01","1.715357E+00","2.724925E+00","1.199377E-04","1.182556E-04"
"1969","1.101910E+02","-2.549752E+01","1.924593E+00","2.724981E+00","1.132305E-04","1.316071E-04"
"1970","1.070645E+02","-2.269711E+01","2.060977E+00","2.724917E+00","1.094199E-04","4.220009E-05"
"1971","1.094596E+02","-2.257561E+01","1.862506E+00","2.724612E+00","1.151023E-04","-2.996922E-04"
"1972","1.128577E+02","-2.546316E+01","2.039400E+00","2.724894E+00","1.099973E-04","1.192093E-06"
"1973","1.152505E+02","-2.499378E+01","1.825397E+00","2.725233E+00","1.162664E-04","2.880096E-04"
"1974","1.119990E+02","-2.251416E+01","1.929061E+00","2.725142E+00","1.130993E-04","1.890659E-04"
"1975","1.144073E+02","-2.212220E+01","1.692056E+00","2.725279E+00","1.207607E-04","2.732277E-04"
"1976","1.066472E+02","-1.961533E+01","1.942053E+00","2.724957E+00","1.127204E-04","3.814697E-06"
"1977","1.089584E+02","-1.964251E+01","1.687966E+00","2.725107E+00","1.209069E-04","1.215935E-04"
"1978","1.063412E+02","-1.650211E+01","1.539613E+00","2.725178E+00","1.265981E-04","1.361370E-04"
"1979","1.083358E+02","-1.652204E+01","1.903057E+00","2.725369E+00","1.138694E-04","2.987385E-04"
"1980","1.111945E+02","-1.956003E+01","1.861433E+00","2.725099E+00","1.151355E-04","7.581711E-05"
"1981","1.137787E+02","-1.926733E+01","1.308828E+00","2.725515E+00","1.373067E-04","4.398823E-04"
"1982","1.104103E+02","-1.622862E+01","1.464612E+00","2.725336E+00","1.297991E-04","2.241135E-04"
"1983","1.128057E+02","-1.623763E+01","1.315586E+00","2.725384E+00","1.369536E-04","2.322197E-04"
"1984","1.220765E+02","-3.468794E+01","1.611745E+00","2.724775E+00","1.237328E-04","-9.059906E-05"
"1985","1.253668E+02","-3.390593E+01","1.394874E+00","2.725025E+00","1.330043E-04","7.772446E-05"
"1986","1.208081E+02","-3.213755E+01","1.716116E+00","2.724910E+00","1.199112E-04","2.098083E-05"
"1987","1.238734E+02","-3.158132E+01","1.491048E+00","2.724958E+00","1.286433E-04","-4.053116E-06"
"1988","1.284171E+02","-3.299294E+01","1.574496E+00","2.724971E+00","1.251879E-04","-6.079674E-05"
"1989","1.314759E+02","-3.197514E+01","1.580923E+00","2.724972E+00","1.249331E-04","-1.530647E-04"
"1990","1.270612E+02","-3.080657E+01","1.646782E+00","2.725137E+00","1.224094E-04","8.845329E-05"
"1991","1.298882E+02","-2.984097E+01","1.275597E+00","2.725006E+00","1.390837E-04","-1.311302E-04"
"1992","1.198050E+02","-2.959518E+01","1.796645E+00","2.725239E+00","1.171931E-04","3.159046E-04"
"1993","1.225718E+02","-2.922708E+01","1.448042E+00","2.724877E+00","1.305396E-04","-1.094341E-04"
"1994","1.187909E+02","-2.720828E+01","1.759480E+00","2.725363E+00","1.184243E-04","4.055500E-04"
"1995","1.215817E+02","-2.659642E+01","1.279726E+00","2.724933E+00","1.388591E-04","-9.536743E-05"
"1996","1.256122E+02","-2.852480E+01","1.657693E+00","2.725160E+00","1.220059E-04","9.107590E-05"
"1997","1.285028E+02","-2.763021E+01","1.453250E+00","2.725174E+00","1.303055E-04","1.621246E-05"
"1998","1.241708E+02","-2.607764E+01","1.525991E+00","2.725164E+00","1.271619E-04","6.723404E-05"
"1999","1.273637E+02","-2.539053E+01","1.285032E+00","2.725302E+00","1.385722E-04","1.132488E-04"
"2000","1.342584E+02","-3.088409E+01","1.356574E+00","2.725203E+00","1.348687E-04","-1.692772E-05"
"2001","1.369920E+02","-2.970169E+01","1.241632E+00","2.725198E+00","1.409732E-04","-1.235008E-04"
"2002","1.328227E+02","-2.876562E+01","1.637265E+00","2.725377E+00","1.227647E-04","1.416206E-04"
"2003","1.354682E+02","-2.761640E+01","9.598118E-01","2.725140E+00","1.603393E-04","-1.950264E-04"
"2004","1.403201E+02","-2.828758E+01","5.229473E-01","2.725594E+00","2.172221E-04","1.430511E-04"
"2005","1.431061E+02","-2.657321E+01","1.788244E+00","2.725227E+00","1.174680E-04","-3.538132E-04"
"2006","1.386978E+02","-2.624369E+01","6.342597E-01","2.725412E+00","1.972420E-04","-5.030632E-05"
"2007","1.415939E+02","-2.472891E+01","1.575819E+00","2.725860E+00","1.251353E-04","2.691746E-04"
"2008","1.311397E+02","-2.663628E+01","1.309952E+00","2.725413E+00","1.372478E-04","1.647472E-04"
"2009","1.337777E+02","-2.567230E+01","1.030789E+00","2.725284E+00","1.547206E-04","-5.936623E-05"
"2010","1.295706E+02","-2.456986E+01","1.241754E+00","2.725190E+00","1.409663E-04","-7.486343E-05"
"2011","1.323929E+02","-2.384602E+01","1.061051E+00","2.725577E+00","1.524983E-04","2.181530E-04"
"2012","1.370349E+02","-2.454675E+01","5.772497E-01","2.725493E+00","2.067527E-04","2.837181E-05"
"2013","1.401609E+02","-2.333814E+01","1.426599E+00","2.725481E+00","1.315171E-04","-1.103878E-04"
"2014","1.359184E+02","-2.261244E+01","7.179679E-01","2.725500E+00","1.853875E-04","8.821487E-06"
"2015","1.385022E+02","-2.145295E+01","1.743359E+00","2.725802E+00","1.189706E-04","2.002716E-04"
"2016","1.178189E+02","-2.456554E+01","1.663816E+00","2.724959E+00","1.217812E-04","-4.458427E-05"
"2017","1.205162E+02","-2.409917E+01","1.445562E+00","2.725243E+00","1.306516E-04","1.730919E-04"
"2018","1.168270E+02","-2.185340E+01","1.684573E+00","2.725249E+00","1.210286E-04","1.916885E-04"
"2019","1.192761E+02","-2.144232E+01","1.592199E+00","2.724996E+00","1.244900E-04","-1.215935E-04"
"2020","1.229844E+02","-2.365184E+01","1.648494E+00","2.725199E+00","1.223459E-04","6.318092E-05"
"2021","1.258073E+02","-2.307170E+01","1.226068E+00","2.725214E+00","1.418652E-04","-2.384186E-06"
"2022","1.217868E+02","-2.108269E+01","1.260223E+00","2.725333E+00","1.399295E-04","1.516342E-04"
"2023","1.248220E+02","-2.056956E+01","1.380701E+00","2.725379E+00","1.336851E-04","1.137257E-04"
"2024","1.160667E+02","-1.905932E+01","1.758403E+00","2.725350E+00","1.184606E-04","2.257824E-04"
"2025","1.182743E+02","-1.870740E+01","1.262514E+00","2.724885E+00","1.398025E-04","-2.937317E-04"
"2026","1.151369E+02","-1.605629E+01","1.386714E+00","2.725456E+00","1.333950E-04","2.563000E-04"
"2027","1.172444E+02","-1.576798E+01","1.008423E+00","2.725392E+00","1.564270E-04","1.413822E-04"
"2028","1.205688E+02","-1.851291E+01","1.438725E+00","2.725465E+00","1.309617E-04","2.326965E-04"
"2029","1.231954E+02","-1.783733E+01","1.230974E+00","2.725545E+00","1.415822E-04","2.326965E-04"
"2030","1.193261E+02","-1.553119E+01","1.635546E+00","2.725228E+00","1.228292E-04","-7.343292E-05"
"2031","1.222492E+02","-1.530601E+01","1.214959E+00","2.725254E+00","1.425122E-04","-1.192093E-04"
"2032","1.282171E+02","-2.234233E+01","1.093465E+00","2.725639E+00","1.502210E-04","3.437996E-04"
"2033","1.309777E+02","-2.174148E+01","1.094648E+00","2.725524E+00","1.501398E-04","1.401901E-04"
"2034","1.269520E+02","-2.004984E+01","1.080647E+00","2.725197E+00","1.511093E-04","-1.354218E-04"
"2035","1.294107E+02","-1.944665E+01","1.051519E+00","2.725529E+00","1.531879E-04","1.151562E-04"
"2036","1.342752E+02","-2.058661E+01","8.162774E-01","2.725244E+00","1.738658E-04","-2.639294E-04"
"2037","1.366955E+02","-1.955878E+01","1.586033E+00","2.725747E+00","1.247317E-04","1.370907E-04"
"2038","1.327185E+02","-1.849970E+01","8.129027E-01","2.725772E+00","1.742263E-04","2.398491E-04"
"2039","1.355497E+02","-1.786356E+01","1.572335E+00","2.725564E+00","1.252739E-04","-6.961823E-05"
"2040","1.253923E+02","-1.752550E+01","1.054662E+00","2.725419E+00","1.529594E-04","4.434586E-05"
"2041","1.279192E+02","-1.705500E+01","9.832382E-01","2.725250E+00","1.584177E-04","-2.024174E-04"
"2042","1.240642E+02","-1.482932E+01","1.036023E+00","2.725605E+00","1.543293E-04","1.726151E-04"
"2043","1.265322E+02","-1.459488E+01","9.530686E-01","2.725540E+00","1.609055E-04","3.886223E-05"
"2044","1.313307E+02","-1.632171E+01","8.314074E-01","2.725773E+00","1.722765E-04","2.059937E-04"
"2045","1.338043E+02","-1.595496E+01","1.561793E+00","2.725838E+00","1.256960E-04","1.893044E-04"
"2046","1.298136E+02","-1.408617E+01","8.234338E-01","2.725733E+00","1.731086E-04","1.294613E-04"
"2047","1.320210E+02","-1.374079E+01","1.656922E+00","2.725575E+00","1.220343E-04","-1.013279E-04"
"2048","2.057533E+02","-5.082613E+01","9.641950E-01","2.726347E+00","1.599744E-04","-2.045631E-04"
"2049","2.081733E+02","-4.848592E+01","8.016575E-01","2.726700E+00","1.754440E-04","-6.914139E-06"
"2050","2.012406E+02","-5.033120E+01","9.705979E-01","2.726311E+00","1.594459E-04","-1.628399E-04"
"2051","2.043441E+02","-4.786988E+01","8.003071E-01","2.726304E+00","1.755920E-04","-3.445148E-04"
"2052","2.095810E+02","-4.630082E+01","3.989251E-01","2.726658E+00","2.487066E-04","-1.792908E-04"
"2053","2.116318E+02","-4.455429E+01","8.463145E-01","2.726685E+00","1.707525E-04","-2.789497E-04"
"2054","2.055452E+02","-4.593198E+01","3.716975E-01","2.726343E+00","2.576548E-04","-4.184246E-04"
"2055","2.073615E+02","-4.386641E+01","9.326779E-01","2.726875E+00","1.626549E-04","-2.241135E-05"
"2056","1.974911E+02","-4.982238E+01","8.913484E-01","2.726332E+00","1.663831E-04","-7.605553E-05"
"2057","2.005406E+02","-4.735585E+01","8.937010E-01","2.726895E+00","1.661640E-04","3.144741E-04"
"2058","1.941251E+02","-4.942872E+01","9.916026E-01","2.725983E+00","1.577481E-04","-3.607273E-04"
"2059","1.970724E+02","-4.677149E+01","7.825657E-01","2.726475E+00","1.775712E-04","-4.577637E-05"
"2060","2.021141E+02","-4.497366E+01","3.967635E-01","2.726306E+00","2.493832E-04","-4.141331E-04"
"2061","2.036972E+02","-4.320649E+01","8.255843E-01","2.726501E+00","1.728830E-04","-3.366470E-04"
"2062","1.990526E+02","-4.410451E+01","2.723887E-01","2.726963E+00","3.009806E-04","2.822876E-04"
"2063","2.005464E+02","-4.233715E+01","8.363632E-01","2.726466E+00","1.717654E-04","-3.294945E-04"
"2064","2.133384E+02","-4.200536E+01","7.621785E-01","2.727321E+00","1.799304E-04","1.957417E-04"
"2065","2.147561E+02","-4.052628E+01","8.740237E-01","2.727230E+00","1.680240E-04","0.000000E+00"
"2066","2.099302E+02","-4.138805E+01","7.989724E-01","2.726810E+00","1.757386E-04","-2.653599E-04"
"2067","2.106814E+02","-3.982686E+01","8.161281E-01","2.726997E+00","1.738817E-04","-1.699924E-04"
"2068","2.164218E+02","-3.829966E+01","7.990824E-01","2.727409E+00","1.757265E-04","3.027916E-05"
"2069","2.173183E+02","-3.574930E+01","4.726630E-01","2.727737E+00","2.284847E-04","2.083778E-04"
"2070","2.126189E+02","-3.740799E+01","7.391433E-01","2.726923E+00","1.827127E-04","-4.098415E-04"
"2071","2.137031E+02","-3.515738E+01","6.494889E-01","2.727169E+00","1.949158E-04","-3.015995E-04"
"2072","2.060162E+02","-4.052901E+01","7.600901E-01","2.727007E+00","1.801775E-04","-1.049042E-05"
"2073","2.066640E+02","-3.908094E+01","7.548050E-01","2.727206E+00","1.808072E-04","1.039505E-04"
"2074","2.024928E+02","-3.942655E+01","7.311042E-01","2.726742E+00","1.837145E-04","-2.334118E-04"
"2075","2.033130E+02","-3.833498E+01","4.426298E-01","2.727266E+00","2.361091E-04","2.183914E-04"
"2076","2.088210E+02","-3.645987E+01","7.636126E-01","2.727327E+00","1.797614E-04","4.529953E-05"
"2077","2.101313E+02","-3.431742E+01","5.503936E-01","2.727553E+00","2.117368E-04","1.335144E-04"
"2078","2.055594E+02","-3.556621E+01","6.710201E-01","2.726809E+00","1.917632E-04","-4.272461E-04"
"2079","2.067590E+02","-3.326377E+01","6.380497E-01","2.727379E+00","1.966554E-04","0.000000E+00"
"2080","1.904008E+02","-4.876520E+01","1.081211E+00","2.726095E+00","1.510698E-04","-1.821518E-04"
"2081","1.934464E+02","-4.602612E+01","9.839606E-01","2.726531E+00","1.583595E-04","7.247925E-05"
"2082","1.873576E+02","-4.781608E+01","8.577480E-01","2.726108E+00","1.696107E-04","-1.263618E-04"
"2083","1.900117E+02","-4.491347E+01","9.384208E-01","2.726624E+00","1.621564E-04","2.131462E-04"
"2084","1.962448E+02","-4.364719E+01","3.729150E-01","2.726920E+00","2.572338E-04","2.934933E-04"
